date,price
2025-09-03,238.239059
2025-09-04,239.547775
2025-09-05,239.457870
2025-09-08,237.649628
2025-09-09,234.123047
2025-09-10,226.570358
2025-09-11,229.807220
2025-09-12,233.843323
2025-09-15,236.470764
2025-09-16,237.919357
2025-09-17,238.758560
2025-09-18,237.649628
2025-09-19,245.262238
2025-09-22,255.831985
2025-09-23,254.183594
2025-09-24,252.065643
2025-09-25,256.621216
2025-09-26,255.212601
2025-09-29,254.183594
2025-09-30,254.383408
2025-10-01,255.202606
2025-10-02,256.880981
2025-10-03,257.770111
2025-10-06,256.441406
2025-10-07,256.231628
2025-10-08,257.810089
2025-10-09,253.793961
2025-10-10,245.032471
2025-10-13,247.420151
2025-10-14,247.530045
2025-10-15,249.098526
2025-10-16,247.210358
2025-10-17,252.045654
2025-10-20,261.986023
2025-10-21,262.515503
2025-10-22,258.199707
2025-10-23,259.328583
2025-10-24,262.565491
2025-10-27,268.549652
2025-10-28,268.739471
2025-10-29,269.438812
2025-10-30,271.137146
2025-10-31,270.108154
2025-11-03,268.789429
2025-11-04,269.778473
2025-11-05,269.878387
2025-11-06,269.508728
2025-11-07,268.209991
2025-11-10,269.429993
2025-11-11,275.250000
2025-11-12,273.470001
2025-11-13,272.950012
2025-11-14,272.410004
2025-11-17,267.459991
2025-11-18,267.440002
2025-11-19,268.559998
2025-11-20,266.250000
2025-11-21,271.489990
2025-11-24,275.920013
2025-11-25,276.970001
2025-11-26,277.549988
2025-11-28,278.850006
2025-12-01,283.100006
2025-12-02,286.190002
2025-12-03,284.149994
2025-12-04,280.700012
2025-12-05,278.779999
2025-12-08,277.890015
2025-12-09,277.179993
