date,price
2024-02-29,35.89
2024-02-28,36.00
2024-02-27,35.95
2024-02-26,36.12
2024-02-23,36.13
2024-02-22,35.50
2024-02-21,35.45
2024-02-20,35.82
2024-02-19,35.74
2024-02-16,35.86
2024-02-15,35.77
2024-02-14,35.49
2024-02-13,35.81
2024-02-12,35.74
2024-02-09,35.63
2024-02-08,35.66
2024-02-07,35.46
2024-02-06,35.45
2024-02-05,35.32
2024-02-02,35.10
2024-02-01,34.71
2024-01-31,35.17
2024-01-30,35.33
2024-01-29,34.93
2024-01-26,34.98
2024-01-25,34.68
2024-01-24,34.78
2024-01-23,34.59
2024-01-22,34.44
2024-01-19,34.18
2024-01-18,33.90
2024-01-17,34.08
2024-01-16,34.04
2024-01-15,33.99
2024-01-12,33.97
2024-01-11,33.93
2024-01-10,33.90
2024-01-09,33.80
2024-01-08,33.45
2024-01-05,33.44
2024-01-04,33.56
2024-01-03,33.80
2024-01-02,33.76
2023-12-29,33.65
2023-12-28,33.61
2023-12-27,33.68
2023-12-22,33.66
2023-12-21,33.42
2023-12-20,33.73
2023-12-19,33.73
2023-12-18,33.64
2023-12-15,33.45
2023-12-14,33.81
2023-12-13,33.47
2023-12-12,33.46
2023-12-11,33.25
2023-12-08,33.10
2023-12-07,32.94
2023-12-06,32.92
2023-12-05,32.90
2023-12-04,32.97
2023-12-01,32.57
2023-11-30,32.27
2023-11-29,32.24
2023-11-28,32.37
2023-11-27,32.38
2023-11-24,32.44
2023-11-23,32.52
2023-11-22,32.21
2023-11-21,32.29
2023-11-20,32.22
2023-11-17,32.14
2023-11-16,32.19
2023-11-15,32.13
2023-11-14,31.91
2023-11-13,31.96
2023-11-10,31.55
2023-11-09,31.70
2023-11-08,31.75
2023-11-07,31.60
2023-11-06,31.55
2023-11-03,31.51
2023-11-02,31.14
2023-11-01,30.70
2023-10-31,30.45
2023-10-30,30.29
2023-10-27,30.46
2023-10-26,30.64
2023-10-25,30.94
2023-10-24,30.69
2023-10-23,30.81
2023-10-20,31.25
2023-10-19,31.67
2023-10-18,31.94
2023-10-17,31.98
2023-10-16,31.89
2023-10-13,31.96
2023-10-12,31.94
2023-10-11,31.91
2023-10-10,31.74
2023-10-09,31.65
2023-10-06,31.38
2023-10-05,31.39
2023-10-04,31.30
2023-10-03,31.70
2023-10-02,31.58
2023-09-29,31.69
2023-09-28,31.64
2023-09-27,31.49
2023-09-26,31.90
2023-09-25,31.66
2023-09-22,31.73
2023-09-21,32.08
2023-09-20,32.35
2023-09-19,32.43
2023-09-18,32.51
2023-09-15,32.74
2023-09-14,32.23
2023-09-13,32.32
2023-09-12,32.41
2023-09-11,32.23
2023-09-08,32.26
2023-09-07,32.35
2023-09-06,32.56
2023-09-05,32.50
2023-09-04,32.45
2023-09-01,32.27
2023-08-31,32.09
2023-08-30,32.19
2023-08-29,31.84
2023-08-28,31.69
2023-08-25,31.43
2023-08-24,31.71
2023-08-23,31.39
2023-08-22,31.27
2023-08-21,31.19
2023-08-18,31.18
2023-08-17,31.40
2023-08-16,31.57
2023-08-15,31.93
2023-08-14,31.71
2023-08-11,31.70
2023-08-10,31.70
2023-08-09,31.97
2023-08-08,31.94
2023-08-07,31.74
2023-08-04,32.02
2023-08-03,32.13
2023-08-02,32.51
2023-08-01,32.55
2023-07-31,32.43
2023-07-28,32.32
2023-07-27,32.27
2023-07-26,32.35
2023-07-25,32.16
2023-07-24,31.95
2023-07-21,31.88
2023-07-20,31.97
2023-07-19,31.77
2023-07-18,31.56
2023-07-17,31.47
2023-07-14,31.61
2023-07-13,31.44
2023-07-12,31.48
2023-07-11,31.28
2023-07-10,31.31
2023-07-07,31.57
2023-07-06,31.90
2023-07-05,31.95
2023-07-04,31.96
2023-07-03,31.91
2023-06-30,31.63
2023-06-29,31.50
2023-06-28,31.32
2023-06-27,31.88
2023-06-26,32.05
2023-06-23,32.16
2023-06-22,32.10
2023-06-21,32.41
2023-06-20,32.52
2023-06-19,32.59
2023-06-16,32.69
2023-06-15,32.55
2023-06-14,32.60
2023-06-13,32.49
2023-06-12,32.23
2023-06-09,32.14
2023-06-08,32.12
2023-06-07,32.33
2023-06-06,32.17
2023-06-05,32.14
2023-06-02,31.66
2023-06-01,31.51
2023-05-31,31.66
2023-05-30,31.74
2023-05-29,31.71
2023-05-26,31.28
2023-05-25,31.08
2023-05-24,31.37
2023-05-23,31.63
2023-05-22,31.66
2023-05-19,31.68
2023-05-18,31.30
2023-05-17,30.98
2023-05-16,31.15
2023-05-15,31.02
2023-05-12,30.95
2023-05-11,30.87
2023-05-10,30.81
2023-05-09,30.80
2023-05-08,30.73
2023-05-05,30.28
2023-05-04,30.29
2023-05-03,30.59
2023-05-02,30.76
2023-04-28,30.62
2023-04-27,30.13
2023-04-26,30.40
2023-04-25,30.65
2023-04-24,30.76
2023-04-21,30.74
2023-04-20,30.91
2023-04-19,30.92
2023-04-18,30.95
2023-04-17,30.65
2023-04-14,30.58
2023-04-13,30.39
2023-04-12,30.62
2023-04-11,30.48
2023-04-06,30.48
2023-04-05,30.46
2023-04-04,30.79
2023-04-03,30.74
2023-03-31,30.25
2023-03-30,30.23
2023-03-29,29.85
2023-03-28,29.98
2023-03-27,29.92
2023-03-24,29.62
2023-03-23,29.76
2023-03-22,30.09
2023-03-21,29.86
2023-03-20,29.82
2023-03-17,30.13
2023-03-16,29.92
2023-03-15,29.75
2023-03-14,29.41
2023-03-13,29.69
2023-03-10,30.42
2023-03-09,30.89
2023-03-08,30.79
2023-03-07,30.93
2023-03-06,31.12
2023-03-03,30.65
2023-03-02,30.36
2023-03-01,30.61
2023-02-28,30.72
2023-02-27,30.74
2023-02-24,30.91
2023-02-23,30.72
2023-02-22,30.67
2023-02-21,31.15
2023-02-20,31.17
2023-02-17,31.23
2023-02-16,31.52
2023-02-15,31.37
2023-02-14,31.34
2023-02-13,31.16
2023-02-10,31.00
2023-02-09,31.25
2023-02-08,31.54
2023-02-07,31.14
2023-02-06,31.08
2023-02-03,31.11
2023-02-02,30.82
2023-02-01,30.68
2023-01-31,30.39
2023-01-30,30.74
2023-01-27,30.62
2023-01-26,30.28
2023-01-25,30.30
2023-01-24,30.28
2023-01-23,30.06
2023-01-20,29.73
2023-01-19,29.98
2023-01-18,30.32
2023-01-17,30.23
2023-01-16,30.23
2023-01-13,30.10
2023-01-12,30.03
2023-01-11,29.74
2023-01-10,29.64
2023-01-09,29.86
2023-01-06,29.47
2023-01-05,29.58
2023-01-04,29.42
2023-01-03,29.19
2023-01-02,29.12
2022-12-30,29.26
2022-12-29,28.94
2022-12-28,29.17
2022-12-27,29.33
2022-12-23,29.27
2022-12-22,29.55
2022-12-21,29.15
2022-12-20,29.19
2022-12-19,29.33
2022-12-16,29.57
2022-12-15,30.32
2022-12-14,30.51
2022-12-13,30.47
2022-12-12,30.20
2022-12-09,30.26
2022-12-08,30.20
2022-12-07,30.29
2022-12-06,30.57
2022-12-05,31.16
2022-12-02,31.22
2022-12-01,31.52
2022-11-30,30.67
2022-11-29,30.58
2022-11-28,30.97
2022-11-25,31.00
2022-11-24,31.00
2022-11-23,30.98
2022-11-22,30.74
2022-11-21,30.58
2022-11-18,30.47
2022-11-17,30.42
2022-11-16,30.76
2022-11-15,30.56
2022-11-14,30.85
2022-11-11,30.83
2022-11-10,29.75
2022-11-09,30.18
2022-11-08,30.12
2022-11-07,30.12
2022-11-04,29.99
2022-11-03,30.08
2022-11-02,30.64
2022-11-01,30.64
2022-10-31,30.60
2022-10-28,30.01
2022-10-27,29.97
2022-10-26,30.25
2022-10-25,29.92
2022-10-24,29.81
2022-10-21,29.26
2022-10-20,29.55
2022-10-19,29.60
2022-10-18,29.39
2022-10-17,28.87
2022-10-14,29.41
2022-10-13,28.92
2022-10-12,28.98
2022-10-11,29.26
2022-10-10,29.27
2022-10-07,29.85
2022-10-06,30.08
2022-10-05,29.88
2022-10-04,29.36
2022-10-03,28.79
2022-09-30,29.19
2022-09-29,30.03
2022-09-28,29.62
2022-09-27,29.60
2022-09-26,29.81
2022-09-23,30.07
2022-09-22,30.22
2022-09-21,30.29
2022-09-20,30.58
2022-09-19,30.39
2022-09-16,30.78
2022-09-15,31.07
2022-09-14,31.01
2022-09-13,31.84
2022-09-12,31.70
2022-09-09,31.41
2022-09-08,31.15
2022-09-07,30.95
2022-09-06,31.04
2022-09-05,30.81
2022-09-02,31.17
2022-09-01,30.99
2022-08-31,31.42
2022-08-30,31.69
2022-08-29,31.92
2022-08-26,32.92
2022-08-25,32.51
2022-08-24,32.46
2022-08-23,32.58
2022-08-22,32.98
2022-08-19,33.15
2022-08-18,32.99
2022-08-17,33.18
2022-08-16,33.10
2022-08-15,32.80
2022-08-12,32.12
2022-08-11,32.11
2022-08-10,31.81
2022-08-09,32.00
2022-08-08,32.10
2022-08-05,32.05
2022-08-04,32.19
2022-08-03,31.65
2022-08-02,31.68
2022-08-01,31.90
2022-07-29,31.63
2022-07-28,31.35
2022-07-27,30.72
2022-07-26,30.76
2022-07-25,30.73
2022-07-22,30.96
2022-07-21,30.69
2022-07-20,30.41
2022-07-19,29.86
2022-07-18,30.23
2022-07-15,29.94
2022-07-14,29.84
2022-07-13,30.17
2022-07-12,30.28
2022-07-11,30.36
2022-07-08,30.36
2022-07-07,29.81
2022-07-06,29.60
2022-07-05,29.18
2022-07-04,29.19
2022-07-01,28.87
2022-06-30,29.11
2022-06-29,29.08
2022-06-28,29.32
2022-06-27,29.42
2022-06-24,28.66
2022-06-23,28.33
2022-06-22,28.44
2022-06-21,28.58
2022-06-20,28.69
2022-06-17,28.58
2022-06-16,29.52
2022-06-15,29.19
2022-06-14,29.38
2022-06-13,30.14
2022-06-10,30.74
2022-06-09,31.16
2022-06-08,31.49
2022-06-07,31.29
2022-06-06,31.19
2022-06-03,31.60
2022-06-02,31.24
2022-06-01,31.31
2022-05-31,31.40
2022-05-30,31.47
2022-05-27,30.79
2022-05-26,30.41
2022-05-25,30.07
2022-05-24,30.47
2022-05-23,30.27
2022-05-20,30.13
2022-05-19,30.49
2022-05-18,31.34
2022-05-17,31.13
2022-05-16,31.23
2022-05-13,30.45
2022-05-12,30.18
2022-05-11,30.48
2022-05-10,30.46
2022-05-09,31.29
2022-05-06,31.75
2022-05-05,32.62
2022-05-04,32.05
2022-05-03,31.96
2022-05-02,31.86
2022-04-29,32.78
2022-04-28,32.20
2022-04-27,31.80
2022-04-26,32.37
2022-04-25,32.24
2022-04-22,32.90
2022-04-21,33.13
2022-04-20,33.27
2022-04-19,33.02
2022-04-14,33.10
2022-04-13,32.74
2022-04-12,32.80
2022-04-11,33.36
2022-04-08,33.27
2022-04-07,33.20
2022-04-06,33.56
2022-04-05,33.71
2022-04-04,33.33
2022-04-01,32.98
2022-03-31,33.37
2022-03-30,33.68
2022-03-29,33.55
2022-03-28,33.33
2022-03-25,33.20
2022-03-24,32.90
2022-03-23,33.11
2022-03-22,32.75
2022-03-21,32.73
2022-03-18,32.25
2022-03-17,32.08
2022-03-16,31.37
2022-03-15,30.93
2022-03-14,31.11
2022-03-11,31.31
2022-03-10,31.28
2022-03-09,30.82
2022-03-08,31.14
2022-03-07,31.86
2022-03-04,31.89
2022-03-03,32.10
2022-03-02,31.52
2022-03-01,31.80
2022-02-28,31.83
2022-02-25,31.39
2022-02-24,30.81
2022-02-23,31.25
2022-02-22,31.49
2022-02-21,31.58
2022-02-18,31.76
2022-02-17,32.33
2022-02-16,32.27
2022-02-15,31.91
2022-02-14,31.96
2022-02-11,32.27
2022-02-10,32.80
2022-02-09,32.32
2022-02-08,32.02
2022-02-07,32.09
2022-02-04,32.06
2022-02-03,32.91
2022-02-02,32.77
2022-02-01,32.68
2022-01-31,32.24
2022-01-28,31.70
2022-01-27,31.65
2022-01-26,31.59
2022-01-25,31.87
2022-01-24,31.95
2022-01-21,32.48
2022-01-20,32.68
2022-01-19,32.94
2022-01-18,33.32
2022-01-17,33.21
2022-01-14,33.29
2022-01-13,33.74
2022-01-12,33.71
2022-01-11,33.54
2022-01-10,33.58
2022-01-07,33.83
2022-01-06,33.92
2022-01-05,34.45
2022-01-04,34.46
2022-01-03,34.12
2021-12-31,34.25
2021-12-30,34.32
2021-12-29,34.38
2021-12-28,34.30
2021-12-27,34.00
2021-12-24,34.05
2021-12-23,33.74
2021-12-22,33.63
2021-12-21,32.98
2021-12-20,33.44
2021-12-17,33.58
2021-12-16,33.86
2021-12-15,33.39
2021-12-14,33.66
2021-12-13,33.83
2021-12-10,33.72
2021-12-09,33.89
2021-12-08,34.00
2021-12-07,33.18
2021-12-06,32.87
2021-12-03,33.02
2021-12-02,32.65
2021-12-01,33.00
2021-11-30,33.56
2021-11-29,33.15
2021-11-26,34.25
2021-11-25,34.24
2021-11-24,34.01
2021-11-23,34.11
2021-11-22,34.10
2021-11-19,34.09
2021-11-18,34.15
2021-11-17,34.13
2021-11-16,33.83
2021-11-15,33.71
2021-11-12,33.46
2021-11-11,33.33
2021-11-10,33.39
2021-11-09,33.48
2021-11-08,33.50
2021-11-05,33.47
2021-11-04,33.22
2021-11-03,33.05
2021-11-02,32.92
2021-11-01,32.83
2021-10-29,32.58
2021-10-28,32.52
2021-10-27,32.67
2021-10-26,32.52
2021-10-25,32.35
2021-10-22,32.36
2021-10-21,32.31
2021-10-20,32.20
2021-10-19,32.11
2021-10-18,32.05
2021-10-15,31.85
2021-10-14,31.40
2021-10-13,31.32
2021-10-12,31.31
2021-10-11,31.42
2021-10-08,31.51
2021-10-07,31.19
2021-10-06,31.04
2021-10-05,30.75
2021-10-04,31.12
2021-10-01,30.90
2021-09-30,31.09
2021-09-29,30.97
2021-09-28,31.49
2021-09-27,31.59
2021-09-23,31.19
2021-09-22,30.95
2021-09-21,30.95
2021-09-20,31.42
2021-09-17,31.60
2021-09-16,31.50
2021-09-15,31.32
2021-09-14,31.45
2021-09-13,31.37
2021-09-10,31.51
2021-09-09,31.69
2021-09-08,31.71
2021-09-07,31.79
2021-09-06,31.67
2021-09-03,31.67
2021-09-02,31.56
2021-09-01,31.62
2021-08-31,31.68
2021-08-30,31.58
2021-08-27,31.43
2021-08-26,31.59
2021-08-25,31.54
2021-08-24,31.50
2021-08-23,31.33
2021-08-20,31.17
2021-08-19,31.22
2021-08-18,31.42
2021-08-17,31.43
2021-08-16,31.44
2021-08-13,31.49
2021-08-12,31.39
2021-08-11,31.32
2021-08-10,31.24
2021-08-09,31.23
2021-08-06,31.06
2021-08-05,30.87
2021-08-04,30.87
2021-08-03,30.70
2021-08-02,30.64
2021-07-30,30.82
2021-07-29,30.82
2021-07-28,30.76
2021-07-27,30.92
2021-07-26,30.93
2021-07-23,30.64
2021-07-22,30.55
2021-07-21,30.32
2021-07-20,29.91
2021-07-19,30.38
2021-07-16,30.53
2021-07-15,30.64
2021-07-14,30.68
2021-07-13,30.64
2021-07-12,30.50
2021-07-09,30.23
2021-07-08,30.65
2021-07-07,30.45
2021-07-06,30.47
2021-07-05,30.48
2021-07-02,30.23
2021-07-01,30.10
2021-06-30,30.07
2021-06-29,30.04
2021-06-28,29.99
2021-06-25,29.92
2021-06-24,29.72
2021-06-23,29.87
2021-06-22,30.50
2021-06-21,30.36
2021-06-18,30.57
2021-06-17,30.23
2021-06-16,30.29
2021-06-15,30.32
2021-06-14,30.28
2021-06-11,30.08
2021-06-10,29.93
2021-06-09,29.93
2021-06-08,29.94
2021-06-07,29.97
2021-06-04,29.80
2021-06-03,29.76
2021-06-02,29.63
2021-06-01,29.62
2021-05-31,29.77
2021-05-28,29.62
2021-05-27,29.59
2021-05-26,29.48
2021-05-25,29.54
2021-05-24,29.39
2021-05-21,29.30
2021-05-20,28.99
2021-05-19,29.15
2021-05-18,29.36
2021-05-17,29.44
2021-05-14,29.18
2021-05-13,29.00
2021-05-12,29.32
2021-05-11,29.64
2021-05-10,29.83
2021-05-07,29.75
2021-05-06,29.65
2021-05-05,29.51
2021-05-04,29.66
2021-05-03,29.65
2021-04-30,29.69
2021-04-29,29.71
2021-04-28,29.71
2021-04-27,29.78
2021-04-26,29.76
2021-04-23,29.61
2021-04-22,29.66
2021-04-21,29.43
2021-04-20,29.79
2021-04-19,29.97
2021-04-16,29.83
2021-04-15,29.56
2021-04-14,29.75
2021-04-13,29.66
2021-04-12,29.72
2021-04-09,29.53
2021-04-08,29.38
2021-04-07,29.45
2021-04-06,29.30
2021-04-01,29.07
2021-03-31,29.08
2021-03-30,29.02
2021-03-29,28.96
2021-03-26,28.62
2021-03-25,28.40
2021-03-24,28.51
2021-03-23,28.60
2021-03-22,28.50
2021-03-19,28.55
2021-03-18,28.78
2021-03-17,28.82
2021-03-16,28.73
2021-03-15,28.51
2021-03-12,28.43
2021-03-11,28.31
2021-03-10,28.20
2021-03-09,27.85
2021-03-08,27.79
2021-03-05,27.23
2021-03-04,27.57
2021-03-03,27.87
2021-03-02,28.02
2021-03-01,27.32
2021-02-26,27.44
2021-02-25,28.02
2021-02-24,27.85
2021-02-23,27.90
2021-02-22,28.06
2021-02-19,28.17
2021-02-18,28.34
2021-02-17,28.32
2021-02-16,28.32
2021-02-15,28.24
2021-02-12,28.08
2021-02-11,27.98
2021-02-10,28.02
2021-02-09,28.12
2021-02-08,27.93
2021-02-05,27.89
2021-02-04,27.60
2021-02-03,27.57
2021-02-02,27.05
2021-02-01,26.58
2021-01-29,27.12
2021-01-28,27.00
2021-01-27,27.41
2021-01-26,27.52
2021-01-25,27.41
2021-01-22,27.57
2021-01-21,27.64
2021-01-20,27.32
2021-01-19,27.29
2021-01-18,27.22
2021-01-15,27.34
2021-01-14,27.35
2021-01-13,27.31
2021-01-12,27.29
2021-01-11,27.27
2021-01-08,27.06
2021-01-07,26.67
2021-01-06,26.53
2021-01-05,26.41
2021-01-04,26.67
2020-12-31,26.49
2020-12-30,26.57
2020-12-29,26.57
2020-12-28,26.48
2020-12-24,26.39
2020-12-23,26.36
2020-12-22,26.26
2020-12-21,26.43
2020-12-18,26.49
2020-12-17,26.39
2020-12-16,26.35
2020-12-15,26.16
2020-12-14,26.18
2020-12-11,26.21
2020-12-10,26.29
2020-12-09,26.37
2020-12-08,26.26
2020-12-07,26.28
2020-12-04,26.05
2020-12-03,26.12
2020-12-02,26.19
2020-12-01,26.13
2020-11-30,26.33
2020-11-27,26.31
2020-11-26,26.32
2020-11-25,26.35
2020-11-24,26.09
2020-11-23,26.06
2020-11-20,26.02
2020-11-19,25.91
2020-11-18,26.06
2020-11-17,26.12
2020-11-16,25.88
2020-11-13,25.70
2020-11-12,26.01
2020-11-11,25.66
2020-11-10,25.60
2020-11-09,25.17
2020-11-06,25.23
2020-11-05,24.97
2020-11-04,24.47
2020-11-03,24.16
2020-11-02,23.79
