date,price
2024-02-26,42.05
2024-02-23,42.18
2024-02-22,41.77
2024-02-21,41.81
2024-02-20,41.70
2024-02-19,41.80
2024-02-16,41.52
2024-02-15,41.24
2024-02-14,41.15
2024-02-13,41.24
2024-02-12,40.83
2024-02-09,40.92
2024-02-08,41.07
2024-02-07,41.13
2024-02-06,40.46
2024-02-05,40.08
2024-02-02,40.09
2024-02-01,39.56
2024-01-31,39.69
2024-01-30,40.14
2024-01-29,39.94
2024-01-26,40.32
2024-01-25,39.78
2024-01-24,39.59
2024-01-23,39.07
2024-01-22,39.44
2024-01-19,39.07
2024-01-18,38.85
2024-01-17,39.65
2024-01-16,40.09
2024-01-15,40.22
2024-01-12,39.88
2024-01-11,39.89
2024-01-10,39.88
2024-01-09,39.88
2024-01-08,40.03
2024-01-05,40.18
2024-01-04,40.48
2024-01-03,40.62
2024-01-02,40.79
2023-12-29,40.50
2023-12-28,40.17
2023-12-27,39.77
2023-12-22,39.82
2023-12-21,39.95
2023-12-20,40.12
2023-12-19,40.02
2023-12-18,40.17
2023-12-15,40.01
2023-12-14,39.76
2023-12-13,39.82
2023-12-12,39.79
2023-12-11,39.68
2023-12-08,39.71
2023-12-07,39.82
2023-12-06,39.63
2023-12-05,39.88
2023-12-04,39.70
2023-12-01,39.65
2023-11-30,39.64
2023-11-29,39.63
2023-11-28,39.42
2023-11-27,39.72
2023-11-24,39.91
2023-11-23,40.05
2023-11-22,39.97
2023-11-21,39.80
2023-11-20,39.57
2023-11-17,39.72
2023-11-16,39.99
2023-11-15,39.57
2023-11-14,39.32
2023-11-13,39.58
2023-11-10,39.27
2023-11-09,39.74
2023-11-08,39.78
2023-11-07,39.74
2023-11-06,39.41
2023-11-03,39.12
2023-11-02,38.78
2023-11-01,38.33
2023-11-30,39.64
2023-11-29,39.63
2023-11-28,39.42
2023-11-27,39.72
2023-11-24,39.91
2023-11-23,40.05
2023-11-22,39.97
2023-11-21,39.80
2023-11-20,39.57
2023-11-17,39.72
2023-11-16,39.99
2023-11-15,39.57
2023-11-14,39.32
2023-11-13,39.58
2023-11-10,39.27
2023-11-09,39.74
2023-11-08,39.78
2023-11-07,39.74
2023-11-06,39.41
2023-11-03,39.12
2023-11-02,38.78
2023-11-01,38.33
2023-10-31,38.54
2023-10-30,38.23
2023-10-27,38.44
2023-10-26,38.58
2023-10-25,38.75
2023-10-24,38.16
2023-10-23,38.47
2023-10-20,38.91
2023-10-19,39.30
2023-10-18,39.73
2023-10-17,40.05
2023-10-16,39.94
2023-10-13,40.00
2023-10-12,39.89
2023-10-11,39.68
2023-10-10,39.55
2023-10-09,39.72
2023-10-06,39.29
2023-10-05,39.38
2023-10-04,39.60
2023-10-03,40.06
2023-10-02,39.81
2023-09-29,39.75
2023-09-28,39.97
2023-09-27,39.64
2023-09-26,40.19
2023-09-25,40.07
2023-09-22,39.61
2023-09-21,39.83
2023-09-20,40.12
2023-09-19,40.32
2023-09-18,40.46
2023-09-15,40.57
2023-09-14,40.00
2023-09-13,40.08
2023-09-12,40.03
2023-09-11,39.82
2023-09-08,40.03
2023-09-07,40.28
2023-09-06,40.65
2023-09-05,40.67
2023-09-04,40.22
2023-09-01,39.78
2023-08-31,39.95
2023-08-30,40.54
2023-08-29,40.11
2023-08-28,39.90
2023-08-25,39.75
2023-08-24,39.67
2023-08-23,39.32
2023-08-22,38.92
2023-08-21,38.96
2023-08-18,39.19
2023-08-17,39.18
2023-08-16,39.29
2023-08-15,39.97
2023-08-14,39.82
2023-08-11,40.44
2023-08-10,40.28
2023-08-09,40.31
2023-08-08,40.81
2023-08-07,40.62
2023-08-04,40.93
2023-08-03,41.08
2023-08-02,41.71
2023-08-01,42.06
2023-07-31,41.82
2023-07-28,41.33
2023-07-27,41.21
2023-07-26,40.99
2023-07-25,40.52
2023-07-24,40.26
2023-07-21,40.17
2023-07-20,40.24
2023-07-19,40.16
2023-07-18,40.28
2023-07-17,40.12
2023-07-14,40.39
2023-07-13,40.17
2023-07-12,39.86
2023-07-11,39.48
2023-07-10,39.76
2023-07-07,39.72
2023-07-06,40.52
2023-07-05,40.73
2023-07-04,40.57
2023-07-03,39.86
2023-06-30,39.81
2023-06-29,39.92
2023-06-28,39.93
2023-06-27,42.24
2023-06-26,42.30
2023-06-23,42.58
2023-06-22,42.73
2023-06-21,43.07
2023-06-20,43.78
2023-06-19,43.97
2023-06-16,43.99
2023-06-15,43.78
2023-06-14,43.66
2023-06-13,43.50
2023-06-12,43.51
2023-06-09,43.23
2023-06-08,43.14
2023-06-07,43.20
2023-06-06,42.83
2023-06-05,43.01
2023-06-02,42.03
2023-06-01,41.84
2023-05-31,41.95
2023-05-30,42.49
2023-05-29,42.72
2023-05-26,42.02
2023-05-25,41.92
2023-05-24,41.97
2023-05-23,42.35
2023-05-22,42.32
2023-05-19,42.23
2023-05-18,42.32
2023-05-17,41.87
2023-05-16,42.02
2023-05-15,41.52
2023-05-12,41.74
2023-05-11,41.79
2023-05-10,41.73
2023-05-09,41.81
2023-05-08,41.60
2023-05-05,41.21
2023-05-04,40.68
2023-05-03,41.16
2023-05-02,41.41
2023-04-28,41.32
2023-04-27,40.50
2023-04-26,40.58
2023-04-25,41.09
2023-04-24,41.45
2023-04-21,42.02
2023-04-20,42.15
2023-04-19,42.48
2023-04-18,42.77
2023-04-17,42.25
2023-04-14,41.98
2023-04-13,41.82
2023-04-12,42.21
2023-04-11,41.97
2023-04-06,41.69
2023-04-05,41.82
2023-04-04,42.21
2023-04-03,42.27
2023-03-31,41.89
2023-03-30,41.99
2023-03-29,41.88
2023-03-28,41.48
2023-03-27,41.99
2023-03-24,41.50
2023-03-23,41.35
2023-03-22,41.42
2023-03-21,41.02
2023-03-20,41.37
2023-03-17,41.37
2023-03-16,41.32
2023-03-15,41.14
2023-03-14,41.30
2023-03-13,41.42
2023-03-10,42.36
2023-03-09,43.02
2023-03-08,42.99
2023-03-07,43.31
2023-03-06,43.54
2023-03-03,43.25
2023-03-02,42.81
2023-03-01,42.12
2023-02-28,42.48
2023-02-27,42.69
2023-02-24,43.31
2023-02-23,42.97
2023-02-22,42.93
2023-02-21,43.53
2023-02-20,43.50
2023-02-17,43.86
2023-02-16,43.64
2023-02-15,43.91
2023-02-14,43.94
2023-02-13,43.91
2023-02-10,43.97
2023-02-09,43.95
2023-02-08,44.25
2023-02-07,43.83
2023-02-06,44.38
2023-02-03,44.52
2023-02-02,44.50
2023-02-01,44.35
2023-01-31,44.41
2023-01-30,45.16
2023-01-27,45.20
2023-01-26,44.63
2023-01-25,44.92
2023-01-24,44.78
2023-01-23,44.51
2023-01-20,44.16
2023-01-19,43.85
2023-01-18,44.07
2023-01-17,44.03
2023-01-16,44.15
2023-01-13,44.07
2023-01-12,43.88
2023-01-11,44.08
2023-01-10,43.64
2023-01-09,43.87
2023-01-06,43.47
2023-01-05,43.28
2023-01-04,42.66
2023-01-03,41.71
2023-01-02,41.65
2022-12-30,42.11
2022-12-29,41.85
2022-12-28,41.98
2022-12-27,41.76
2022-12-23,41.90
2022-12-22,42.06
2022-12-21,41.85
2022-12-20,41.90
2022-12-19,41.75
2022-12-16,41.55
2022-12-15,42.43
2022-12-14,42.26
2022-12-13,42.60
2022-12-12,42.87
2022-12-09,42.84
2022-12-08,42.69
2022-12-07,42.92
2022-12-06,43.00
2022-12-05,43.65
2022-12-02,43.32
2022-12-01,44.50
2022-11-30,42.80
2022-11-29,41.78
2022-11-28,42.05
2022-11-25,42.64
2022-11-24,42.06
2022-11-23,42.42
2022-11-22,42.31
2022-11-21,42.50
2022-11-18,42.86
2022-11-17,42.46
2022-11-16,43.30
2022-11-15,42.48
2022-11-14,42.27
2022-11-11,41.65
2022-11-10,41.69
2022-11-09,41.78
2022-11-08,41.90
2022-11-07,42.15
2022-11-04,41.21
2022-11-03,40.76
2022-11-02,40.80
2022-11-01,40.15
2022-10-31,39.89
2022-10-28,40.03
2022-10-27,39.78
2022-10-26,39.67
2022-10-25,39.66
2022-10-24,41.34
2022-10-21,41.00
2022-10-20,40.99
2022-10-19,41.28
2022-10-18,41.28
2022-10-17,40.65
2022-10-14,41.14
2022-10-13,41.22
2022-10-12,41.14
2022-10-11,41.87
2022-10-10,42.08
2022-10-07,42.69
2022-10-06,42.92
2022-10-05,42.49
2022-10-04,41.78
2022-10-03,41.47
2022-09-30,41.34
2022-09-29,42.68
2022-09-28,42.72
2022-09-27,42.86
2022-09-26,43.06
2022-09-23,43.56
2022-09-22,43.61
2022-09-21,43.69
2022-09-20,43.66
2022-09-19,43.54
2022-09-16,44.17
2022-09-15,44.73
2022-09-14,44.67
2022-09-13,45.02
2022-09-12,44.89
2022-09-09,44.61
2022-09-08,44.73
2022-09-07,44.79
2022-09-06,45.43
2022-09-05,44.75
2022-09-02,45.45
2022-09-01,45.59
2022-08-31,45.71
2022-08-30,46.09
2022-08-29,46.07
2022-08-26,46.73
2022-08-25,45.99
2022-08-24,45.82
2022-08-23,45.78
2022-08-22,45.85
2022-08-19,46.20
2022-08-18,46.34
2022-08-17,46.11
2022-08-16,46.15
2022-08-15,46.01
2022-08-12,45.34
2022-08-11,44.92
2022-08-10,45.14
2022-08-09,45.42
2022-08-08,45.41
2022-08-05,45.26
2022-08-04,45.13
2022-08-03,44.80
2022-08-02,44.72
2022-08-01,45.20
2022-07-29,45.49
2022-07-28,45.39
2022-07-27,44.76
2022-07-26,44.67
2022-07-25,44.77
2022-07-22,45.14
2022-07-21,44.59
2022-07-20,44.48
2022-07-19,44.31
2022-07-18,44.40
2022-07-15,44.62
2022-07-14,44.25
2022-07-13,44.69
2022-07-12,44.59
2022-07-11,45.30
2022-07-08,45.33
2022-07-07,44.37
2022-07-06,44.41
2022-07-05,43.84
2022-07-04,43.99
2022-07-01,43.90
2022-06-30,44.23
2022-06-29,44.58
2022-06-28,44.17
2022-06-27,44.36
2022-06-24,43.40
2022-06-23,43.03
2022-06-22,44.01
2022-06-21,44.58
2022-06-20,44.66
2022-06-17,44.48
2022-06-16,45.89
2022-06-15,45.40
2022-06-14,45.09
2022-06-13,46.23
2022-06-10,46.30
2022-06-09,46.57
2022-06-08,46.53
2022-06-07,46.32
2022-06-06,45.92
2022-06-03,46.48
2022-06-02,46.31
2022-06-01,46.55
2022-05-31,45.84
2022-05-30,45.52
2022-05-27,45.11
2022-05-26,44.61
2022-05-25,44.17
2022-05-24,45.09
2022-05-23,45.11
2022-05-20,44.67
2022-05-19,44.91
2022-05-18,45.46
2022-05-17,45.33
2022-05-16,45.19
2022-05-13,44.30
2022-05-12,44.23
2022-05-11,44.19
2022-05-10,44.11
2022-05-09,44.96
2022-05-06,46.21
2022-05-05,47.06
2022-05-04,46.87
2022-05-03,46.78
2022-05-02,46.93
2022-04-29,46.90
2022-04-28,45.95
2022-04-27,45.38
2022-04-26,45.54
2022-04-25,45.93
2022-04-22,46.05
2022-04-21,46.65
2022-04-20,47.45
2022-04-19,47.71
2022-04-14,47.72
2022-04-13,47.38
2022-04-12,47.45
2022-04-11,48.17
2022-04-08,47.94
2022-04-07,48.52
2022-04-06,49.11
2022-04-05,49.54
2022-04-04,48.17
2022-04-01,47.47
2022-03-31,47.59
2022-03-30,48.03
2022-03-29,47.93
2022-03-28,47.87
2022-03-25,48.12
2022-03-24,47.95
2022-03-23,48.00
2022-03-22,47.11
2022-03-21,47.93
2022-03-18,46.96
2022-03-17,46.61
2022-03-16,44.03
2022-03-15,44.05
2022-03-14,45.50
2022-03-11,45.71
2022-03-10,46.03
2022-03-09,45.84
2022-03-08,45.98
2022-03-07,47.72
2022-03-04,47.66
2022-03-03,47.98
2022-03-02,47.92
2022-03-01,47.87
2022-02-28,48.47
2022-02-25,48.31
2022-02-24,48.71
2022-02-23,49.09
2022-02-22,49.18
2022-02-21,50.06
2022-02-18,50.10
2022-02-17,50.53
2022-02-16,50.26
2022-02-15,49.51
2022-02-14,49.72
2022-02-11,50.25
2022-02-10,50.60
2022-02-09,49.82
2022-02-08,49.00
2022-02-07,49.49
2022-02-04,49.35
2022-02-03,50.16
2022-02-02,50.37
2022-02-01,50.31
2022-01-31,49.50
2022-01-28,49.40
2022-01-27,49.19
2022-01-26,49.76
2022-01-25,49.48
2022-01-24,50.34
2022-01-21,50.83
2022-01-20,50.40
2022-01-19,50.35
2022-01-18,50.76
2022-01-17,50.84
2022-01-14,50.81
2022-01-13,51.39
2022-01-12,51.19
2022-01-11,50.12
2022-01-10,50.20
2022-01-07,49.98
2022-01-06,50.07
2022-01-05,50.74
2022-01-04,50.88
2022-01-03,50.30
2021-12-31,50.52
2021-12-30,49.68
2021-12-29,50.36
2021-12-28,50.28
2021-12-27,49.68
2021-12-24,50.19
2021-12-23,49.47
2021-12-22,49.63
2021-12-21,48.69
2021-12-20,49.88
2021-12-17,50.12
2021-12-16,50.19
2021-12-15,50.35
2021-12-14,50.41
2021-12-13,51.07
2021-12-10,51.15
2021-12-09,50.99
2021-12-08,51.19
2021-12-07,50.33
2021-12-06,49.91
2021-12-03,50.53
2021-12-02,49.65
2021-12-01,49.76
2021-11-30,50.07
2021-11-30,50.07
2021-11-29,49.72
2021-11-26,51.54
2021-11-25,51.59
2021-11-24,51.61
2021-11-23,51.62
2021-11-22,52.04
2021-11-19,51.97
2021-11-18,52.75
2021-11-17,52.91
2021-11-16,52.47
2021-11-15,52.49
2021-11-12,52.29
2021-11-11,51.24
2021-11-10,51.36
2021-11-09,51.04
2021-11-08,51.05
2021-11-05,51.18
2021-11-04,51.08
2021-11-03,50.85
2021-11-02,51.21
2021-11-01,50.66
2021-10-29,51.10
2021-10-28,51.57
2021-10-27,51.98
2021-10-26,52.13
2021-10-25,51.40
2021-10-22,51.49
2021-10-21,51.81
2021-10-20,52.16
2021-10-19,51.46
2021-10-18,51.42
2021-10-15,50.98
2021-10-14,50.67
2021-10-13,50.55
2021-10-12,50.41
2021-10-11,50.69
2021-10-08,50.37
2021-10-07,49.38
2021-10-06,49.82
2021-10-05,49.34
2021-10-04,50.19
2021-10-01,50.30
2021-09-30,49.71
2021-09-29,49.86
2021-09-28,50.15
2021-09-27,49.95
2021-09-23,49.89
2021-09-22,49.39
2021-09-21,49.07
2021-09-20,50.42
2021-09-17,50.73
2021-09-16,50.74
2021-09-15,50.80
2021-09-14,51.59
2021-09-13,51.23
2021-09-10,51.28
2021-09-09,51.48
2021-09-08,52.31
2021-09-07,51.97
2021-09-06,51.79
2021-09-03,51.60
2021-09-02,51.92
2021-09-01,51.46
2021-08-31,51.00
2021-08-30,50.67
2021-08-27,50.33
2021-08-26,50.83
2021-08-25,50.66
2021-08-24,49.67
2021-08-23,48.92
2021-08-20,49.17
2021-08-19,50.01
2021-08-18,49.97
2021-08-17,50.21
2021-08-16,50.80
2021-08-13,51.29
2021-08-12,51.58
2021-08-11,51.28
2021-08-10,51.43
2021-08-09,51.18
2021-08-06,51.36
2021-08-05,51.30
2021-08-04,50.85
2021-08-03,50.62
2021-08-02,50.25
2021-07-30,50.69
2021-07-29,50.51
2021-07-28,49.37
2021-07-27,50.05
2021-07-26,51.73
2021-07-23,52.18
2021-07-22,51.89
2021-07-21,51.93
2021-07-20,51.51
2021-07-19,52.39
2021-07-16,52.56
2021-07-15,52.69
2021-07-14,52.28
2021-07-13,51.86
2021-07-12,51.99
2021-07-09,51.09
2021-07-08,52.64
2021-07-07,52.40
2021-07-06,52.80
2021-07-05,52.68
2021-07-02,52.84
2021-07-01,53.48
2021-06-30,53.50
2021-06-29,53.53
2021-06-28,53.41
2021-06-25,53.08
2021-06-24,52.57
2021-06-23,52.14
2021-06-22,53.18
2021-06-21,53.27
2021-06-18,53.37
2021-06-17,52.77
2021-06-16,52.87
2021-06-15,53.53
2021-06-14,53.10
2021-06-11,52.82
2021-06-10,52.64
2021-06-09,52.52
2021-06-08,52.76
2021-06-07,53.06
2021-06-04,53.14
2021-06-03,53.02
2021-06-02,53.12
2021-06-01,52.65
2021-05-31,52.04
2021-05-28,52.07
2021-05-27,51.79
2021-05-26,51.40
2021-05-25,50.76
2021-05-24,50.94
2021-05-21,50.95
2021-05-20,50.74
2021-05-19,50.96
2021-05-18,50.61
2021-05-17,50.46
2021-05-14,50.01
2021-05-13,50.19
2021-05-12,51.23
2021-05-11,51.53
2021-05-10,52.31
2021-05-07,51.95
2021-05-06,52.01
2021-05-05,51.71
2021-05-04,51.72
2021-05-03,52.27
2021-04-30,52.77
2021-04-29,52.84
2021-04-28,52.46
2021-04-27,52.64
2021-04-26,52.71
2021-04-23,52.03
2021-04-22,52.18
2021-04-21,51.90
2021-04-20,51.91
2021-04-19,52.63
2021-04-16,52.41
2021-04-15,52.01
2021-04-14,51.72
2021-04-13,51.94
2021-04-12,51.98
2021-04-09,52.68
2021-04-08,52.16
2021-04-07,52.76
2021-04-06,53.10
2021-04-01,52.48
2021-03-31,52.54
2021-03-30,51.99
2021-03-29,51.98
2021-03-26,50.97
2021-03-25,50.78
2021-03-24,51.65
2021-03-23,51.96
2021-03-22,52.21
2021-03-19,51.80
2021-03-18,52.51
2021-03-17,52.65
2021-03-16,52.37
2021-03-15,52.34
2021-03-12,52.95
2021-03-11,51.52
2021-03-10,51.83
2021-03-09,50.86
2021-03-08,52.24
2021-03-05,51.63
2021-03-04,52.62
2021-03-03,52.33
2021-03-02,52.58
2021-03-01,51.31
2021-02-26,52.07
2021-02-25,52.97
2021-02-24,53.42
2021-02-23,53.44
2021-02-22,54.80
2021-02-19,54.45
2021-02-18,55.65
2021-02-17,55.22
2021-02-16,55.16
2021-02-15,55.01
2021-02-12,54.88
2021-02-11,54.17
2021-02-10,54.23
2021-02-09,54.05
2021-02-08,53.94
2021-02-05,53.95
2021-02-04,53.69
2021-02-03,53.38
2021-02-02,52.15
2021-02-01,50.35
2021-01-29,51.64
2021-01-28,51.79
2021-01-27,52.83
2021-01-26,53.35
2021-01-25,52.63
2021-01-22,53.46
2021-01-21,53.63
2021-01-20,52.69
2021-01-19,51.84
2021-01-18,51.72
2021-01-15,52.01
2021-01-14,51.64
2021-01-13,51.19
2021-01-12,50.72
2021-01-11,51.06
2021-01-08,49.99
2021-01-07,49.39
2021-01-06,49.70
2021-01-05,48.48
2021-01-04,48.60
2020-12-31,48.00
2020-12-30,47.54
2020-12-29,47.30
2020-12-28,47.28
2020-12-24,47.60
2020-12-23,47.23
2020-12-22,47.30
2020-12-21,47.74
2020-12-18,47.65
2020-12-17,47.56
2020-12-16,47.34
2020-12-15,47.15
2020-12-14,47.62
2020-12-11,47.60
2020-12-10,47.58
2020-12-09,47.67
2020-12-08,47.44
2020-12-07,47.39
2020-12-04,46.75
2020-12-03,46.52
2020-12-02,46.52
2020-12-01,46.12
